response_id,student_id,assessment_id,question_id,student_answer,is_correct,error_type,created_at
R000886,Student_045,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000887,Student_045,ASM001,Q0036,incorrect_conceptual,False,conceptual,2025-08-05T00:00:00
R000888,Student_045,ASM001,Q0103,varies,True,,2025-08-05T00:00:00
R000889,Student_045,ASM001,Q0100,incorrect_arithmetic,False,arithmetic,2025-08-05T00:00:00
R000890,Student_045,ASM001,Q0099,varies,True,,2025-08-05T00:00:00
R000891,Student_045,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000892,Student_045,ASM001,Q0017,varies,True,,2025-08-05T00:00:00
R000893,Student_045,ASM001,Q0074,incorrect_decimal_placement,False,decimal_placement,2025-08-05T00:00:00
R000894,Student_045,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000895,Student_045,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000896,Student_045,ASM001,Q0068,incorrect_conceptual,False,conceptual,2025-08-05T00:00:00
R000897,Student_045,ASM001,Q0120,incorrect_conceptual,False,conceptual,2025-08-05T00:00:00
R000898,Student_045,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000899,Student_045,ASM001,Q0005,varies,True,,2025-08-05T00:00:00
R000900,Student_045,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000901,Student_046,ASM001,Q0032,incorrect_careless,False,careless,2025-08-05T00:00:00
R000902,Student_046,ASM001,Q0067,incorrect_decimal_placement,False,decimal_placement,2025-08-05T00:00:00
R000903,Student_046,ASM001,Q0113,varies,True,,2025-08-05T00:00:00
R000904,Student_046,ASM001,Q0121,varies,True,,2025-08-05T00:00:00
R000905,Student_046,ASM001,Q0082,varies,True,,2025-08-05T00:00:00
R000906,Student_046,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000907,Student_046,ASM001,Q0036,varies,True,,2025-08-05T00:00:00
R000908,Student_046,ASM001,Q0103,varies,True,,2025-08-05T00:00:00
R000909,Student_046,ASM001,Q0100,incorrect_formula_selection,False,formula_selection,2025-08-05T00:00:00
R000910,Student_046,ASM001,Q0099,incorrect_sign_error,False,sign_error,2025-08-05T00:00:00
R000911,Student_046,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000912,Student_046,ASM001,Q0017,incorrect_simplification,False,simplification,2025-08-05T00:00:00
R000913,Student_046,ASM001,Q0074,incorrect_arithmetic,False,arithmetic,2025-08-05T00:00:00
R000914,Student_046,ASM001,Q0160,incorrect_careless,False,careless,2025-08-05T00:00:00
R000915,Student_046,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000916,Student_046,ASM001,Q0068,incorrect_arithmetic,False,arithmetic,2025-08-05T00:00:00
R000917,Student_046,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000918,Student_046,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000919,Student_046,ASM001,Q0005,varies,True,,2025-08-05T00:00:00
R000920,Student_046,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000921,Student_047,ASM001,Q0032,varies,True,,2025-08-05T00:00:00
R000922,Student_047,ASM001,Q0067,varies,True,,2025-08-05T00:00:00
R000923,Student_047,ASM001,Q0113,varies,True,,2025-08-05T00:00:00
R000924,Student_047,ASM001,Q0121,varies,True,,2025-08-05T00:00:00
R000925,Student_047,ASM001,Q0082,varies,True,,2025-08-05T00:00:00
R000926,Student_047,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000927,Student_047,ASM001,Q0036,varies,True,,2025-08-05T00:00:00
R000928,Student_047,ASM001,Q0103,varies,True,,2025-08-05T00:00:00
R000929,Student_047,ASM001,Q0100,varies,True,,2025-08-05T00:00:00
R000930,Student_047,ASM001,Q0099,varies,True,,2025-08-05T00:00:00
R000931,Student_047,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000932,Student_047,ASM001,Q0017,varies,True,,2025-08-05T00:00:00
R000933,Student_047,ASM001,Q0074,varies,True,,2025-08-05T00:00:00
R000934,Student_047,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000935,Student_047,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000936,Student_047,ASM001,Q0068,incorrect_conceptual,False,conceptual,2025-08-05T00:00:00
R000937,Student_047,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000938,Student_047,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000939,Student_047,ASM001,Q0005,varies,True,,2025-08-05T00:00:00
R000940,Student_047,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000941,Student_048,ASM001,Q0032,varies,True,,2025-08-05T00:00:00
R000942,Student_048,ASM001,Q0067,varies,True,,2025-08-05T00:00:00
R000943,Student_048,ASM001,Q0113,varies,True,,2025-08-05T00:00:00
R000944,Student_048,ASM001,Q0121,incorrect_conceptual,False,conceptual,2025-08-05T00:00:00
R000945,Student_048,ASM001,Q0082,varies,True,,2025-08-05T00:00:00
R000946,Student_048,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000947,Student_048,ASM001,Q0036,varies,True,,2025-08-05T00:00:00
R000948,Student_048,ASM001,Q0103,varies,True,,2025-08-05T00:00:00
R000949,Student_048,ASM001,Q0100,varies,True,,2025-08-05T00:00:00
R000950,Student_048,ASM001,Q0099,varies,True,,2025-08-05T00:00:00
R000951,Student_048,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000952,Student_048,ASM001,Q0017,incorrect_denominator_handling,False,denominator_handling,2025-08-05T00:00:00
R000953,Student_048,ASM001,Q0074,varies,True,,2025-08-05T00:00:00
R000954,Student_048,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000955,Student_048,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000956,Student_048,ASM001,Q0068,varies,True,,2025-08-05T00:00:00
R000957,Student_048,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000958,Student_048,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000959,Student_048,ASM001,Q0005,varies,True,,2025-08-05T00:00:00
R000960,Student_048,ASM001,Q0048,incorrect_conceptual,False,conceptual,2025-08-05T00:00:00
R000961,Student_049,ASM001,Q0032,varies,True,,2025-08-05T00:00:00
R000962,Student_049,ASM001,Q0067,incorrect_arithmetic,False,arithmetic,2025-08-05T00:00:00
R000963,Student_049,ASM001,Q0113,varies,True,,2025-08-05T00:00:00
R000964,Student_049,ASM001,Q0121,varies,True,,2025-08-05T00:00:00
R000965,Student_049,ASM001,Q0082,incorrect_arithmetic,False,arithmetic,2025-08-05T00:00:00
R000966,Student_049,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000967,Student_049,ASM001,Q0036,varies,True,,2025-08-05T00:00:00
R000968,Student_049,ASM001,Q0103,incorrect_sign_error,False,sign_error,2025-08-05T00:00:00
R000969,Student_049,ASM001,Q0100,incorrect_sign_error,False,sign_error,2025-08-05T00:00:00
R000970,Student_049,ASM001,Q0099,varies,True,,2025-08-05T00:00:00
R000971,Student_049,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000972,Student_049,ASM001,Q0017,incorrect_simplification,False,simplification,2025-08-05T00:00:00
R000973,Student_049,ASM001,Q0074,varies,True,,2025-08-05T00:00:00
R000974,Student_049,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000975,Student_049,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000976,Student_049,ASM001,Q0068,varies,True,,2025-08-05T00:00:00
R000977,Student_049,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000978,Student_049,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000979,Student_049,ASM001,Q0005,varies,True,,2025-08-05T00:00:00
R000980,Student_049,ASM001,Q0048,varies,True,,2025-08-05T00:00:00
R000981,Student_050,ASM001,Q0032,varies,True,,2025-08-05T00:00:00
R000982,Student_050,ASM001,Q0067,incorrect_decimal_placement,False,decimal_placement,2025-08-05T00:00:00
R000983,Student_050,ASM001,Q0113,varies,True,,2025-08-05T00:00:00
R000984,Student_050,ASM001,Q0121,varies,True,,2025-08-05T00:00:00
R000985,Student_050,ASM001,Q0082,incorrect_arithmetic,False,arithmetic,2025-08-05T00:00:00
R000986,Student_050,ASM001,Q0154,varies,True,,2025-08-05T00:00:00
R000987,Student_050,ASM001,Q0036,varies,True,,2025-08-05T00:00:00
R000988,Student_050,ASM001,Q0103,varies,True,,2025-08-05T00:00:00
R000989,Student_050,ASM001,Q0100,varies,True,,2025-08-05T00:00:00
R000990,Student_050,ASM001,Q0099,varies,True,,2025-08-05T00:00:00
R000991,Student_050,ASM001,Q0125,varies,True,,2025-08-05T00:00:00
R000992,Student_050,ASM001,Q0017,incorrect_denominator_handling,False,denominator_handling,2025-08-05T00:00:00
R000993,Student_050,ASM001,Q0074,varies,True,,2025-08-05T00:00:00
R000994,Student_050,ASM001,Q0160,varies,True,,2025-08-05T00:00:00
R000995,Student_050,ASM001,Q0133,varies,True,,2025-08-05T00:00:00
R000996,Student_050,ASM001,Q0068,varies,True,,2025-08-05T00:00:00
R000997,Student_050,ASM001,Q0120,varies,True,,2025-08-05T00:00:00
R000998,Student_050,ASM001,Q0041,varies,True,,2025-08-05T00:00:00
R000999,Student_050,ASM001,Q0005,varies,True,,2025-08-05T00:00:00
R001000,Student_050,ASM001,Q0048,incorrect_conceptual,False,conceptual,2025-08-05T00:00:00
R001001,Student_001,ASM002,Q0024,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001002,Student_001,ASM002,Q0079,varies,True,,2025-08-26T00:00:00
R001003,Student_001,ASM002,Q0036,varies,True,,2025-08-26T00:00:00
R001004,Student_001,ASM002,Q0011,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001005,Student_001,ASM002,Q0067,varies,True,,2025-08-26T00:00:00
R001006,Student_001,ASM002,Q0003,varies,True,,2025-08-26T00:00:00
R001007,Student_001,ASM002,Q0139,varies,True,,2025-08-26T00:00:00
R001008,Student_001,ASM002,Q0030,varies,True,,2025-08-26T00:00:00
R001009,Student_001,ASM002,Q0129,varies,True,,2025-08-26T00:00:00
R001010,Student_001,ASM002,Q0086,incorrect_formula_selection,False,formula_selection,2025-08-26T00:00:00
R001011,Student_001,ASM002,Q0046,varies,True,,2025-08-26T00:00:00
R001012,Student_001,ASM002,Q0080,incorrect_sign_error,False,sign_error,2025-08-26T00:00:00
R001013,Student_001,ASM002,Q0013,varies,True,,2025-08-26T00:00:00
R001014,Student_001,ASM002,Q0015,varies,True,,2025-08-26T00:00:00
R001015,Student_001,ASM002,Q0158,varies,True,,2025-08-26T00:00:00
R001016,Student_001,ASM002,Q0004,varies,True,,2025-08-26T00:00:00
R001017,Student_001,ASM002,Q0007,varies,True,,2025-08-26T00:00:00
R001018,Student_001,ASM002,Q0026,varies,True,,2025-08-26T00:00:00
R001019,Student_001,ASM002,Q0177,varies,True,,2025-08-26T00:00:00
R001020,Student_001,ASM002,Q0065,varies,True,,2025-08-26T00:00:00
R001021,Student_002,ASM002,Q0024,varies,True,,2025-08-26T00:00:00
R001022,Student_002,ASM002,Q0079,varies,True,,2025-08-26T00:00:00
R001023,Student_002,ASM002,Q0036,varies,True,,2025-08-26T00:00:00
R001024,Student_002,ASM002,Q0011,varies,True,,2025-08-26T00:00:00
R001025,Student_002,ASM002,Q0067,varies,True,,2025-08-26T00:00:00
R001026,Student_002,ASM002,Q0003,varies,True,,2025-08-26T00:00:00
R001027,Student_002,ASM002,Q0139,varies,True,,2025-08-26T00:00:00
R001028,Student_002,ASM002,Q0030,varies,True,,2025-08-26T00:00:00
R001029,Student_002,ASM002,Q0129,varies,True,,2025-08-26T00:00:00
R001030,Student_002,ASM002,Q0086,varies,True,,2025-08-26T00:00:00
R001031,Student_002,ASM002,Q0046,incorrect_conceptual,False,conceptual,2025-08-26T00:00:00
R001032,Student_002,ASM002,Q0080,varies,True,,2025-08-26T00:00:00
R001033,Student_002,ASM002,Q0013,incorrect_simplification,False,simplification,2025-08-26T00:00:00
R001034,Student_002,ASM002,Q0015,incorrect_simplification,False,simplification,2025-08-26T00:00:00
R001035,Student_002,ASM002,Q0158,varies,True,,2025-08-26T00:00:00
R001036,Student_002,ASM002,Q0004,varies,True,,2025-08-26T00:00:00
R001037,Student_002,ASM002,Q0007,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001038,Student_002,ASM002,Q0026,varies,True,,2025-08-26T00:00:00
R001039,Student_002,ASM002,Q0177,incorrect_conceptual,False,conceptual,2025-08-26T00:00:00
R001040,Student_002,ASM002,Q0065,varies,True,,2025-08-26T00:00:00
R001041,Student_003,ASM002,Q0024,varies,True,,2025-08-26T00:00:00
R001042,Student_003,ASM002,Q0079,varies,True,,2025-08-26T00:00:00
R001043,Student_003,ASM002,Q0036,incorrect_arithmetic,False,arithmetic,2025-08-26T00:00:00
R001044,Student_003,ASM002,Q0011,varies,True,,2025-08-26T00:00:00
R001045,Student_003,ASM002,Q0067,incorrect_arithmetic,False,arithmetic,2025-08-26T00:00:00
R001046,Student_003,ASM002,Q0003,varies,True,,2025-08-26T00:00:00
R001047,Student_003,ASM002,Q0139,incorrect_arithmetic,False,arithmetic,2025-08-26T00:00:00
R001048,Student_003,ASM002,Q0030,varies,True,,2025-08-26T00:00:00
R001049,Student_003,ASM002,Q0129,varies,True,,2025-08-26T00:00:00
R001050,Student_003,ASM002,Q0086,varies,True,,2025-08-26T00:00:00
R001051,Student_003,ASM002,Q0046,varies,True,,2025-08-26T00:00:00
R001052,Student_003,ASM002,Q0080,varies,True,,2025-08-26T00:00:00
R001053,Student_003,ASM002,Q0013,varies,True,,2025-08-26T00:00:00
R001054,Student_003,ASM002,Q0015,varies,True,,2025-08-26T00:00:00
R001055,Student_003,ASM002,Q0158,varies,True,,2025-08-26T00:00:00
R001056,Student_003,ASM002,Q0004,varies,True,,2025-08-26T00:00:00
R001057,Student_003,ASM002,Q0007,varies,True,,2025-08-26T00:00:00
R001058,Student_003,ASM002,Q0026,varies,True,,2025-08-26T00:00:00
R001059,Student_003,ASM002,Q0177,varies,True,,2025-08-26T00:00:00
R001060,Student_003,ASM002,Q0065,varies,True,,2025-08-26T00:00:00
R001061,Student_004,ASM002,Q0024,varies,True,,2025-08-26T00:00:00
R001062,Student_004,ASM002,Q0079,varies,True,,2025-08-26T00:00:00
R001063,Student_004,ASM002,Q0036,incorrect_simplification,False,simplification,2025-08-26T00:00:00
R001064,Student_004,ASM002,Q0011,varies,True,,2025-08-26T00:00:00
R001065,Student_004,ASM002,Q0067,varies,True,,2025-08-26T00:00:00
R001066,Student_004,ASM002,Q0003,varies,True,,2025-08-26T00:00:00
R001067,Student_004,ASM002,Q0139,varies,True,,2025-08-26T00:00:00
R001068,Student_004,ASM002,Q0030,varies,True,,2025-08-26T00:00:00
R001069,Student_004,ASM002,Q0129,varies,True,,2025-08-26T00:00:00
R001070,Student_004,ASM002,Q0086,varies,True,,2025-08-26T00:00:00
R001071,Student_004,ASM002,Q0046,varies,True,,2025-08-26T00:00:00
R001072,Student_004,ASM002,Q0080,varies,True,,2025-08-26T00:00:00
R001073,Student_004,ASM002,Q0013,varies,True,,2025-08-26T00:00:00
R001074,Student_004,ASM002,Q0015,varies,True,,2025-08-26T00:00:00
R001075,Student_004,ASM002,Q0158,incorrect_unit_conversion,False,unit_conversion,2025-08-26T00:00:00
R001076,Student_004,ASM002,Q0004,incorrect_simplification,False,simplification,2025-08-26T00:00:00
R001077,Student_004,ASM002,Q0007,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001078,Student_004,ASM002,Q0026,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001079,Student_004,ASM002,Q0177,incorrect_careless,False,careless,2025-08-26T00:00:00
R001080,Student_004,ASM002,Q0065,varies,True,,2025-08-26T00:00:00
R001081,Student_005,ASM002,Q0024,varies,True,,2025-08-26T00:00:00
R001082,Student_005,ASM002,Q0079,varies,True,,2025-08-26T00:00:00
R001083,Student_005,ASM002,Q0036,varies,True,,2025-08-26T00:00:00
R001084,Student_005,ASM002,Q0011,varies,True,,2025-08-26T00:00:00
R001085,Student_005,ASM002,Q0067,varies,True,,2025-08-26T00:00:00
R001086,Student_005,ASM002,Q0003,varies,True,,2025-08-26T00:00:00
R001087,Student_005,ASM002,Q0139,varies,True,,2025-08-26T00:00:00
R001088,Student_005,ASM002,Q0030,varies,True,,2025-08-26T00:00:00
R001089,Student_005,ASM002,Q0129,varies,True,,2025-08-26T00:00:00
R001090,Student_005,ASM002,Q0086,varies,True,,2025-08-26T00:00:00
R001091,Student_005,ASM002,Q0046,varies,True,,2025-08-26T00:00:00
R001092,Student_005,ASM002,Q0080,varies,True,,2025-08-26T00:00:00
R001093,Student_005,ASM002,Q0013,varies,True,,2025-08-26T00:00:00
R001094,Student_005,ASM002,Q0015,incorrect_simplification,False,simplification,2025-08-26T00:00:00
R001095,Student_005,ASM002,Q0158,varies,True,,2025-08-26T00:00:00
R001096,Student_005,ASM002,Q0004,varies,True,,2025-08-26T00:00:00
R001097,Student_005,ASM002,Q0007,varies,True,,2025-08-26T00:00:00
R001098,Student_005,ASM002,Q0026,varies,True,,2025-08-26T00:00:00
R001099,Student_005,ASM002,Q0177,varies,True,,2025-08-26T00:00:00
R001100,Student_005,ASM002,Q0065,varies,True,,2025-08-26T00:00:00
R001101,Student_006,ASM002,Q0024,incorrect_simplification,False,simplification,2025-08-26T00:00:00
R001102,Student_006,ASM002,Q0079,varies,True,,2025-08-26T00:00:00
R001103,Student_006,ASM002,Q0036,varies,True,,2025-08-26T00:00:00
R001104,Student_006,ASM002,Q0011,incorrect_arithmetic,False,arithmetic,2025-08-26T00:00:00
R001105,Student_006,ASM002,Q0067,varies,True,,2025-08-26T00:00:00
R001106,Student_006,ASM002,Q0003,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001107,Student_006,ASM002,Q0139,varies,True,,2025-08-26T00:00:00
R001108,Student_006,ASM002,Q0030,varies,True,,2025-08-26T00:00:00
R001109,Student_006,ASM002,Q0129,varies,True,,2025-08-26T00:00:00
R001110,Student_006,ASM002,Q0086,varies,True,,2025-08-26T00:00:00
R001111,Student_006,ASM002,Q0046,varies,True,,2025-08-26T00:00:00
R001112,Student_006,ASM002,Q0080,varies,True,,2025-08-26T00:00:00
R001113,Student_006,ASM002,Q0013,incorrect_simplification,False,simplification,2025-08-26T00:00:00
R001114,Student_006,ASM002,Q0015,varies,True,,2025-08-26T00:00:00
R001115,Student_006,ASM002,Q0158,varies,True,,2025-08-26T00:00:00
R001116,Student_006,ASM002,Q0004,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001117,Student_006,ASM002,Q0007,incorrect_simplification,False,simplification,2025-08-26T00:00:00
R001118,Student_006,ASM002,Q0026,varies,True,,2025-08-26T00:00:00
R001119,Student_006,ASM002,Q0177,varies,True,,2025-08-26T00:00:00
R001120,Student_006,ASM002,Q0065,varies,True,,2025-08-26T00:00:00
R001121,Student_007,ASM002,Q0024,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001122,Student_007,ASM002,Q0079,varies,True,,2025-08-26T00:00:00
R001123,Student_007,ASM002,Q0036,varies,True,,2025-08-26T00:00:00
R001124,Student_007,ASM002,Q0011,varies,True,,2025-08-26T00:00:00
R001125,Student_007,ASM002,Q0067,varies,True,,2025-08-26T00:00:00
R001126,Student_007,ASM002,Q0003,varies,True,,2025-08-26T00:00:00
R001127,Student_007,ASM002,Q0139,varies,True,,2025-08-26T00:00:00
R001128,Student_007,ASM002,Q0030,varies,True,,2025-08-26T00:00:00
R001129,Student_007,ASM002,Q0129,varies,True,,2025-08-26T00:00:00
R001130,Student_007,ASM002,Q0086,incorrect_sign_error,False,sign_error,2025-08-26T00:00:00
R001131,Student_007,ASM002,Q0046,varies,True,,2025-08-26T00:00:00
R001132,Student_007,ASM002,Q0080,varies,True,,2025-08-26T00:00:00
R001133,Student_007,ASM002,Q0013,varies,True,,2025-08-26T00:00:00
R001134,Student_007,ASM002,Q0015,varies,True,,2025-08-26T00:00:00
R001135,Student_007,ASM002,Q0158,varies,True,,2025-08-26T00:00:00
R001136,Student_007,ASM002,Q0004,varies,True,,2025-08-26T00:00:00
R001137,Student_007,ASM002,Q0007,varies,True,,2025-08-26T00:00:00
R001138,Student_007,ASM002,Q0026,varies,True,,2025-08-26T00:00:00
R001139,Student_007,ASM002,Q0177,incorrect_conceptual,False,conceptual,2025-08-26T00:00:00
R001140,Student_007,ASM002,Q0065,varies,True,,2025-08-26T00:00:00
R001141,Student_008,ASM002,Q0024,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001142,Student_008,ASM002,Q0079,varies,True,,2025-08-26T00:00:00
R001143,Student_008,ASM002,Q0036,incorrect_simplification,False,simplification,2025-08-26T00:00:00
R001144,Student_008,ASM002,Q0011,incorrect_simplification,False,simplification,2025-08-26T00:00:00
R001145,Student_008,ASM002,Q0067,varies,True,,2025-08-26T00:00:00
R001146,Student_008,ASM002,Q0003,varies,True,,2025-08-26T00:00:00
R001147,Student_008,ASM002,Q0139,varies,True,,2025-08-26T00:00:00
R001148,Student_008,ASM002,Q0030,varies,True,,2025-08-26T00:00:00
R001149,Student_008,ASM002,Q0129,varies,True,,2025-08-26T00:00:00
R001150,Student_008,ASM002,Q0086,incorrect_conceptual,False,conceptual,2025-08-26T00:00:00
R001151,Student_008,ASM002,Q0046,varies,True,,2025-08-26T00:00:00
R001152,Student_008,ASM002,Q0080,varies,True,,2025-08-26T00:00:00
R001153,Student_008,ASM002,Q0013,varies,True,,2025-08-26T00:00:00
R001154,Student_008,ASM002,Q0015,varies,True,,2025-08-26T00:00:00
R001155,Student_008,ASM002,Q0158,incorrect_arithmetic,False,arithmetic,2025-08-26T00:00:00
R001156,Student_008,ASM002,Q0004,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001157,Student_008,ASM002,Q0007,incorrect_arithmetic,False,arithmetic,2025-08-26T00:00:00
R001158,Student_008,ASM002,Q0026,varies,True,,2025-08-26T00:00:00
R001159,Student_008,ASM002,Q0177,incorrect_careless,False,careless,2025-08-26T00:00:00
R001160,Student_008,ASM002,Q0065,varies,True,,2025-08-26T00:00:00
R001161,Student_009,ASM002,Q0024,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001162,Student_009,ASM002,Q0079,varies,True,,2025-08-26T00:00:00
R001163,Student_009,ASM002,Q0036,incorrect_arithmetic,False,arithmetic,2025-08-26T00:00:00
R001164,Student_009,ASM002,Q0011,varies,True,,2025-08-26T00:00:00
R001165,Student_009,ASM002,Q0067,varies,True,,2025-08-26T00:00:00
R001166,Student_009,ASM002,Q0003,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001167,Student_009,ASM002,Q0139,varies,True,,2025-08-26T00:00:00
R001168,Student_009,ASM002,Q0030,varies,True,,2025-08-26T00:00:00
R001169,Student_009,ASM002,Q0129,varies,True,,2025-08-26T00:00:00
R001170,Student_009,ASM002,Q0086,incorrect_formula_selection,False,formula_selection,2025-08-26T00:00:00
R001171,Student_009,ASM002,Q0046,varies,True,,2025-08-26T00:00:00
R001172,Student_009,ASM002,Q0080,varies,True,,2025-08-26T00:00:00
R001173,Student_009,ASM002,Q0013,varies,True,,2025-08-26T00:00:00
R001174,Student_009,ASM002,Q0015,varies,True,,2025-08-26T00:00:00
R001175,Student_009,ASM002,Q0158,varies,True,,2025-08-26T00:00:00
R001176,Student_009,ASM002,Q0004,varies,True,,2025-08-26T00:00:00
R001177,Student_009,ASM002,Q0007,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001178,Student_009,ASM002,Q0026,varies,True,,2025-08-26T00:00:00
R001179,Student_009,ASM002,Q0177,varies,True,,2025-08-26T00:00:00
R001180,Student_009,ASM002,Q0065,varies,True,,2025-08-26T00:00:00
R001181,Student_010,ASM002,Q0024,varies,True,,2025-08-26T00:00:00
R001182,Student_010,ASM002,Q0079,varies,True,,2025-08-26T00:00:00
R001183,Student_010,ASM002,Q0036,incorrect_simplification,False,simplification,2025-08-26T00:00:00
R001184,Student_010,ASM002,Q0011,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001185,Student_010,ASM002,Q0067,varies,True,,2025-08-26T00:00:00
R001186,Student_010,ASM002,Q0003,varies,True,,2025-08-26T00:00:00
R001187,Student_010,ASM002,Q0139,varies,True,,2025-08-26T00:00:00
R001188,Student_010,ASM002,Q0030,varies,True,,2025-08-26T00:00:00
R001189,Student_010,ASM002,Q0129,varies,True,,2025-08-26T00:00:00
R001190,Student_010,ASM002,Q0086,varies,True,,2025-08-26T00:00:00
R001191,Student_010,ASM002,Q0046,varies,True,,2025-08-26T00:00:00
R001192,Student_010,ASM002,Q0080,incorrect_conceptual,False,conceptual,2025-08-26T00:00:00
R001193,Student_010,ASM002,Q0013,varies,True,,2025-08-26T00:00:00
R001194,Student_010,ASM002,Q0015,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001195,Student_010,ASM002,Q0158,varies,True,,2025-08-26T00:00:00
R001196,Student_010,ASM002,Q0004,varies,True,,2025-08-26T00:00:00
R001197,Student_010,ASM002,Q0007,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001198,Student_010,ASM002,Q0026,varies,True,,2025-08-26T00:00:00
R001199,Student_010,ASM002,Q0177,varies,True,,2025-08-26T00:00:00
R001200,Student_010,ASM002,Q0065,varies,True,,2025-08-26T00:00:00
R001201,Student_011,ASM002,Q0024,incorrect_arithmetic,False,arithmetic,2025-08-26T00:00:00
R001202,Student_011,ASM002,Q0079,varies,True,,2025-08-26T00:00:00
R001203,Student_011,ASM002,Q0036,varies,True,,2025-08-26T00:00:00
R001204,Student_011,ASM002,Q0011,varies,True,,2025-08-26T00:00:00
R001205,Student_011,ASM002,Q0067,varies,True,,2025-08-26T00:00:00
R001206,Student_011,ASM002,Q0003,varies,True,,2025-08-26T00:00:00
R001207,Student_011,ASM002,Q0139,varies,True,,2025-08-26T00:00:00
R001208,Student_011,ASM002,Q0030,varies,True,,2025-08-26T00:00:00
R001209,Student_011,ASM002,Q0129,varies,True,,2025-08-26T00:00:00
R001210,Student_011,ASM002,Q0086,varies,True,,2025-08-26T00:00:00
R001211,Student_011,ASM002,Q0046,varies,True,,2025-08-26T00:00:00
R001212,Student_011,ASM002,Q0080,varies,True,,2025-08-26T00:00:00
R001213,Student_011,ASM002,Q0013,varies,True,,2025-08-26T00:00:00
R001214,Student_011,ASM002,Q0015,varies,True,,2025-08-26T00:00:00
R001215,Student_011,ASM002,Q0158,varies,True,,2025-08-26T00:00:00
R001216,Student_011,ASM002,Q0004,varies,True,,2025-08-26T00:00:00
R001217,Student_011,ASM002,Q0007,varies,True,,2025-08-26T00:00:00
R001218,Student_011,ASM002,Q0026,varies,True,,2025-08-26T00:00:00
R001219,Student_011,ASM002,Q0177,varies,True,,2025-08-26T00:00:00
R001220,Student_011,ASM002,Q0065,varies,True,,2025-08-26T00:00:00
R001221,Student_012,ASM002,Q0024,varies,True,,2025-08-26T00:00:00
R001222,Student_012,ASM002,Q0079,varies,True,,2025-08-26T00:00:00
R001223,Student_012,ASM002,Q0036,varies,True,,2025-08-26T00:00:00
R001224,Student_012,ASM002,Q0011,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001225,Student_012,ASM002,Q0067,varies,True,,2025-08-26T00:00:00
R001226,Student_012,ASM002,Q0003,incorrect_denominator_handling,False,denominator_handling,2025-08-26T00:00:00
R001227,Student_012,ASM002,Q0139,varies,True,,2025-08-26T00:00:00
R001228,Student_012,ASM002,Q0030,varies,True,,2025-08-26T00:00:00
